customer_id,customer_name,age,gender,city,signup_date,segment
C0179,Customer 179,37,Female,Bangalore,2024-04-16,Regular
C0180,Customer 180,55,Female,Hyderabad,2024-03-24,New
C0181,Customer 181,55,Male,Bangalore,2024-09-30,Regular
C0182,Customer 182,41,Female,Chennai,2024-06-08,New
C0183,Customer 183,28,Male,Chennai,2024-06-29,Premium
C0184,Customer 184,55,Male,Mumbai,2024-12-23,New
C0185,Customer 185,55,Male,Bangalore,2024-12-21,Premium
C0186,Customer 186,36,Female,Chennai,2024-04-13,Regular
C0187,Customer 187,55,Female,Delhi,2024-09-10,Premium
C0188,Customer 188,24,Male,Pune,2024-10-20,Premium
C0189,Customer 189,37,Female,Hyderabad,2024-11-29,Regular
C0190,Customer 190,37,Female,Hyderabad,2025-02-12,Regular
C0191,Customer 191,20,Female,Bangalore,2024-11-25,Premium
C0192,Customer 192,26,Male,Chennai,2024-07-22,Regular
C0193,Customer 193,59,Male,Pune,2024-01-11,Premium
C0194,Customer 194,46,Female,Delhi,2025-03-15,Regular
C0195,Customer 195,58,Male,Bangalore,2024-04-12,Regular
C0196,Customer 196,19,Male,Bangalore,2024-01-11,Premium
C0197,Customer 197,24,Male,Delhi,2024-02-07,Regular
C0198,Customer 198,35,Female,Delhi,2024-09-12,Regular
C0199,Customer 199,60,Male,Chennai,2024-10-15,Regular
C0200,Customer 200,20,Female,Delhi,2024-06-17,Regular
C0201,Customer 201,45,Female,Pune,2024-09-08,Regular
C0202,Customer 202,32,Male,Hyderabad,2024-12-12,Regular
C0203,Customer 203,20,Female,Hyderabad,2025-04-14,Regular
C0204,Customer 204,44,Female,Delhi,2024-02-12,Premium
C0205,Customer 205,33,Female,Bangalore,2024-10-26,Regular
C0206,Customer 206,31,Male,Pune,2024-11-14,Regular
C0207,Customer 207,24,Female,Delhi,2025-01-10,New
C0208,Customer 208,45,Female,Hyderabad,2024-03-11,Regular
C0209,Customer 209,26,Female,Mumbai,2025-01-06,Regular
C0210,Customer 210,41,Female,Bangalore,2025-03-06,Regular
C0211,Customer 211,37,Male,Pune,2024-06-28,Regular
C0212,Customer 212,25,Female,Bangalore,2024-02-26,Regular
C0213,Customer 213,20,Female,Chennai,2025-03-21,Regular
C0214,Customer 214,51,Female,Bangalore,2024-01-13,Regular
C0215,Customer 215,21,Male,Delhi,2024-01-14,Regular
C0216,Customer 216,44,Male,Delhi,2024-01-15,Regular
C0217,Customer 217,45,Female,Bangalore,2024-10-02,Premium
C0218,Customer 218,56,Female,Delhi,2024-05-19,Regular
C0219,Customer 219,26,Male,Chennai,2024-01-09,Regular
C0220,Customer 220,34,Male,Chennai,2024-03-06,Premium
C0221,Customer 221,22,Male,Mumbai,2025-05-05,Premium
C0222,Customer 222,24,Female,Mumbai,2024-07-24,Regular
C0223,Customer 223,19,Female,Chennai,2024-11-29,Regular
C0224,Customer 224,33,Male,Hyderabad,2024-01-30,Regular
C0225,Customer 225,46,Female,Bangalore,2024-05-28,New
C0226,Customer 226,53,Male,Bangalore,2025-03-09,Regular
C0227,Customer 227,56,Male,Bangalore,2024-06-11,Regular
C0228,Customer 228,55,Male,Mumbai,2024-11-22,Regular
C0229,Customer 229,49,Female,Bangalore,2024-07-07,Regular
C0230,Customer 230,56,Female,Bangalore,2024-12-27,Premium
C0231,Customer 231,32,Female,Pune,2024-06-22,Regular
C0232,Customer 232,41,Male,Delhi,2024-01-30,Regular
C0233,Customer 233,20,Male,Delhi,2024-07-20,Regular
C0234,Customer 234,23,Male,Pune,2024-02-04,Regular
C0235,Customer 235,52,Female,Bangalore,2025-04-23,Regular
C0236,Customer 236,26,Female,Pune,2024-12-13,Regular
C0237,Customer 237,27,Male,Bangalore,2024-11-20,Premium
C0238,Customer 238,42,Female,Hyderabad,2024-07-22,New
C0239,Customer 239,49,Female,Pune,2024-09-17,Regular
C0240,Customer 240,19,Male,Delhi,2024-11-19,Regular
C0241,Customer 241,29,Male,Delhi,2024-01-31,Premium
C0242,Customer 242,25,Female,Pune,2024-11-04,Premium
C0243,Customer 243,23,Female,Mumbai,2024-09-11,Regular
C0244,Customer 244,18,Female,Delhi,2024-07-21,Regular
C0245,Customer 245,32,Male,Mumbai,2025-03-10,Regular
C0246,Customer 246,49,Male,Pune,2024-07-22,Regular
C0247,Customer 247,28,Female,Bangalore,2024-11-30,New
C0248,Customer 248,38,Female,Chennai,2024-12-21,Regular
C0249,Customer 249,45,Male,Chennai,2024-12-12,Premium
C0250,Customer 250,24,Male,Hyderabad,2024-01-06,Regular
C0251,Customer 251,40,Female,Hyderabad,2024-04-02,Premium
C0252,Customer 252,45,Male,Delhi,2025-05-02,Regular
C0253,Customer 253,45,Male,Hyderabad,2025-05-07,Regular
C0254,Customer 254,40,Male,Hyderabad,2024-01-03,Premium
C0255,Customer 255,60,Male,Hyderabad,2025-05-06,Premium
C0256,Customer 256,37,Male,Mumbai,2024-09-25,Regular
C0257,Customer 257,35,Female,Bangalore,2024-11-28,Regular
C0258,Customer 258,48,Male,Chennai,2025-01-06,Premium
C0259,Customer 259,20,Male,Pune,2024-05-28,Premium
C0260,Customer 260,52,Male,Pune,2024-01-24,Regular
C0261,Customer 261,35,Male,Chennai,2024-04-22,New
C0262,Customer 262,45,Female,Bangalore,2024-04-28,Regular
C0263,Customer 263,52,Female,Mumbai,2024-02-22,Regular
C0264,Customer 264,42,Male,Hyderabad,2024-04-25,Regular
C0265,Customer 265,24,Female,Pune,2024-06-27,Regular
C0266,Customer 266,41,Male,Delhi,2024-04-30,New
C0267,Customer 267,45,Female,Chennai,2024-07-21,Regular
C0268,Customer 268,24,Male,Delhi,2024-10-04,New
C0269,Customer 269,55,Male,Delhi,2024-09-01,Premium
C0270,Customer 270,56,Male,Chennai,2024-11-08,New
C0271,Customer 271,42,Male,Delhi,2024-04-24,Premium
C0272,Customer 272,37,Female,Hyderabad,2024-06-24,New
C0273,Customer 273,29,Female,Mumbai,2025-04-19,Regular
C0274,Customer 274,47,Male,Mumbai,2025-02-01,Regular
C0275,Customer 275,58,Male,Bangalore,2024-01-06,Regular
C0276,Customer 276,27,Male,Bangalore,2024-02-12,Regular
C0277,Customer 277,30,Female,Pune,2024-09-03,Premium
C0278,Customer 278,59,Female,Hyderabad,2024-11-05,Premium
C0279,Customer 279,31,Female,Mumbai,2024-02-07,Regular
C0280,Customer 280,26,Female,Bangalore,2024-05-25,Premium
C0281,Customer 281,38,Female,Bangalore,2024-05-20,Regular
C0282,Customer 282,27,Female,Pune,2024-06-12,Regular
C0283,Customer 283,19,Female,Delhi,2024-05-16,Regular
C0284,Customer 284,20,Male,Bangalore,2025-04-03,Regular
C0285,Customer 285,18,Female,Pune,2025-01-10,New
C0286,Customer 286,39,Female,Chennai,2025-02-15,Regular
C0287,Customer 287,44,Female,Delhi,2024-10-28,Premium
C0288,Customer 288,37,Female,Pune,2024-09-07,New
C0289,Customer 289,35,Male,Hyderabad,2024-12-31,New
C0290,Customer 290,45,Female,Chennai,2024-10-15,Regular
C0291,Customer 291,45,Female,Hyderabad,2024-06-30,Regular
C0292,Customer 292,50,Female,Bangalore,2024-10-24,Regular
C0293,Customer 293,48,Male,Chennai,2024-07-26,Premium
C0294,Customer 294,59,Female,Bangalore,2024-01-18,Regular
C0295,Customer 295,19,Male,Mumbai,2024-01-24,Premium
C0296,Customer 296,20,Male,Hyderabad,2024-02-28,Premium
C0297,Customer 297,22,Male,Chennai,2025-03-23,Regular
C0298,Customer 298,53,Female,Pune,2024-04-14,Premium
C0299,Customer 299,53,Male,Delhi,2025-03-30,Regular
C0300,Customer 300,32,Male,Bangalore,2025-02-04,New
C0301,Customer 301,52,Male,Pune,2025-01-17,Regular
C0302,Customer 302,59,Female,Delhi,2025-03-20,Regular
C0303,Customer 303,27,Male,Pune,2024-07-09,New
C0304,Customer 304,33,Female,Delhi,2024-02-13,Regular
C0305,Customer 305,34,Male,Pune,2025-05-02,Premium
C0306,Customer 306,59,Male,Mumbai,2024-07-14,New
C0307,Customer 307,47,Male,Hyderabad,2025-03-24,New
C0308,Customer 308,18,Female,Pune,2025-04-03,Regular
C0309,Customer 309,46,Female,Delhi,2025-01-09,Regular
C0310,Customer 310,28,Female,Hyderabad,2024-06-16,Regular
C0311,Customer 311,30,Male,Hyderabad,2024-12-10,Regular
C0312,Customer 312,32,Female,Hyderabad,2025-03-06,Premium
C0313,Customer 313,28,Male,Chennai,2024-10-20,Regular
C0314,Customer 314,25,Female,Pune,2025-01-18,Premium
C0315,Customer 315,54,Female,Delhi,2024-09-01,New
C0316,Customer 316,54,Male,Delhi,2024-12-18,Regular
C0317,Customer 317,51,Female,Hyderabad,2024-11-16,Regular
C0318,Customer 318,59,Female,Chennai,2024-10-15,New
C0319,Customer 319,58,Male,Delhi,2024-06-28,Regular
C0320,Customer 320,34,Male,Bangalore,2025-04-23,Regular
C0321,Customer 321,48,Female,Bangalore,2024-03-25,Premium
C0322,Customer 322,25,Female,Hyderabad,2024-09-13,Regular
C0323,Customer 323,58,Male,Pune,2024-05-20,New
C0324,Customer 324,23,Male,Mumbai,2025-04-15,New
C0325,Customer 325,59,Female,Mumbai,2024-06-26,Premium
C0326,Customer 326,43,Male,Delhi,2025-01-09,Regular
C0327,Customer 327,33,Female,Bangalore,2025-01-05,New
C0328,Customer 328,43,Male,Hyderabad,2024-03-24,Regular
C0329,Customer 329,21,Female,Pune,2024-08-04,Regular
C0330,Customer 330,55,Female,Hyderabad,2025-04-30,Regular
C0331,Customer 331,56,Female,Hyderabad,2025-03-31,Regular
C0332,Customer 332,58,Female,Hyderabad,2025-04-19,Regular
C0333,Customer 333,34,Male,Pune,2024-10-19,Premium
C0334,Customer 334,60,Female,Mumbai,2024-09-13,New
C0335,Customer 335,43,Male,Pune,2024-05-10,New
C0336,Customer 336,52,Female,Pune,2024-01-02,Premium
C0337,Customer 337,56,Female,Chennai,2024-01-12,Premium
C0338,Customer 338,20,Female,Chennai,2025-01-18,Regular
C0339,Customer 339,36,Male,Chennai,2024-12-31,Regular
C0340,Customer 340,22,Female,Mumbai,2024-12-08,Regular
C0341,Customer 341,47,Female,Chennai,2024-04-26,New
C0342,Customer 342,44,Female,Pune,2024-05-08,Regular
C0343,Customer 343,45,Male,Hyderabad,2025-01-24,Regular
C0344,Customer 344,44,Male,Hyderabad,2025-05-10,Regular
C0345,Customer 345,52,Female,Bangalore,2024-05-21,Regular
C0346,Customer 346,28,Male,Chennai,2024-09-29,Regular
C0347,Customer 347,46,Female,Bangalore,2024-03-11,New
C0348,Customer 348,54,Male,Mumbai,2024-03-31,New
C0349,Customer 349,49,Male,Mumbai,2024-09-01,Regular
C0350,Customer 350,30,Male,Mumbai,2025-02-10,Premium
C0351,Customer 351,40,Female,Hyderabad,2025-03-15,New
C0352,Customer 352,40,Female,Chennai,2025-03-23,Regular
C0353,Customer 353,32,Male,Delhi,2024-10-03,Regular
C0354,Customer 354,57,Male,Bangalore,2024-04-16,Regular
C0355,Customer 355,51,Female,Mumbai,2024-04-25,New
C0356,Customer 356,47,Female,Delhi,2025-01-08,Premium
C0357,Customer 357,30,Female,Chennai,2024-02-27,Regular
C0358,Customer 358,46,Male,Chennai,2024-04-25,Premium
C0359,Customer 359,34,Female,Delhi,2025-01-17,Regular
C0360,Customer 360,31,Female,Chennai,2024-07-21,Regular
C0361,Customer 361,39,Female,Delhi,2025-03-09,New
C0362,Customer 362,18,Male,Bangalore,2024-03-27,Premium
C0363,Customer 363,41,Female,Mumbai,2024-05-06,New
C0364,Customer 364,41,Male,Mumbai,2024-09-17,Regular
C0365,Customer 365,36,Male,Pune,2025-04-18,New
C0366,Customer 366,34,Female,Delhi,2025-04-28,Premium
C0367,Customer 367,27,Female,Mumbai,2025-04-30,Regular
C0368,Customer 368,54,Male,Pune,2025-01-28,New
C0369,Customer 369,33,Female,Delhi,2024-08-18,Regular
C0370,Customer 370,59,Female,Bangalore,2024-10-04,Regular
C0371,Customer 371,22,Male,Bangalore,2025-02-06,New
C0372,Customer 372,54,Male,Hyderabad,2024-10-26,New
C0373,Customer 373,57,Male,Delhi,2024-03-07,New
C0374,Customer 374,26,Male,Mumbai,2024-12-26,New
C0375,Customer 375,36,Male,Hyderabad,2024-08-28,Regular
C0376,Customer 376,34,Male,Chennai,2024-08-06,Premium
C0377,Customer 377,21,Female,Bangalore,2024-06-25,Regular
C0378,Customer 378,49,Female,Chennai,2024-01-12,Regular
C0379,Customer 379,19,Female,Mumbai,2024-02-02,Regular
C0380,Customer 380,46,Male,Delhi,2024-02-04,Regular
C0381,Customer 381,21,Male,Chennai,2025-01-10,Regular
C0382,Customer 382,48,Female,Pune,2024-10-09,Regular
C0383,Customer 383,32,Male,Mumbai,2024-01-22,Regular
C0384,Customer 384,19,Female,Mumbai,2024-08-19,Regular
C0385,Customer 385,42,Female,Hyderabad,2024-09-12,Regular
C0386,Customer 386,30,Female,Bangalore,2024-11-26,Premium
C0387,Customer 387,29,Male,Pune,2024-07-30,Premium
C0388,Customer 388,32,Male,Delhi,2025-02-09,Regular
C0389,Customer 389,31,Female,Bangalore,2025-05-15,Premium
C0390,Customer 390,25,Female,Pune,2025-05-01,Regular
C0391,Customer 391,18,Male,Chennai,2024-02-18,Regular
C0392,Customer 392,23,Female,Hyderabad,2024-02-03,Regular
C0393,Customer 393,53,Male,Mumbai,2024-07-17,Regular
C0394,Customer 394,41,Male,Pune,2024-12-09,Regular
C0395,Customer 395,52,Female,Hyderabad,2025-03-04,Regular
C0396,Customer 396,34,Female,Bangalore,2024-03-15,Regular
C0397,Customer 397,53,Male,Mumbai,2024-01-12,Regular
C0398,Customer 398,22,Female,Mumbai,2024-03-14,Regular
C0399,Customer 399,51,Female,Mumbai,2024-02-10,Premium
C0400,Customer 400,28,Male,Chennai,2024-06-15,Regular
C0401,Customer 401,56,Female,Hyderabad,2025-03-17,Premium
C0402,Customer 402,22,Female,Delhi,2024-04-15,Regular
C0403,Customer 403,37,Male,Bangalore,2024-11-28,Regular
C0404,Customer 404,30,Male,Bangalore,2024-06-18,Regular
C0405,Customer 405,41,Male,Hyderabad,2024-05-25,New
C0406,Customer 406,56,Male,Mumbai,2025-02-16,Regular
C0407,Customer 407,55,Female,Bangalore,2024-01-27,Regular
C0408,Customer 408,45,Female,Bangalore,2024-07-26,New
C0409,Customer 409,57,Male,Mumbai,2024-01-21,New
C0410,Customer 410,44,Female,Pune,2024-08-10,New
C0411,Customer 411,49,Female,Mumbai,2024-02-17,Premium
C0412,Customer 412,18,Female,Chennai,2024-01-20,Regular
C0413,Customer 413,32,Female,Mumbai,2024-01-21,Premium
C0414,Customer 414,25,Male,Mumbai,2024-03-20,Premium
C0415,Customer 415,42,Female,Pune,2024-03-31,Premium
C0416,Customer 416,58,Female,Hyderabad,2024-09-02,Regular
C0417,Customer 417,37,Male,Pune,2025-04-25,Regular
C0418,Customer 418,53,Male,Pune,2025-03-06,Regular
C0419,Customer 419,50,Female,Bangalore,2025-01-12,Regular
C0420,Customer 420,43,Male,Delhi,2024-12-16,New
C0421,Customer 421,60,Female,Hyderabad,2024-07-12,Regular
C0422,Customer 422,18,Male,Chennai,2024-08-06,Regular
C0423,Customer 423,43,Female,Bangalore,2024-11-17,Regular
C0424,Customer 424,56,Male,Bangalore,2025-02-09,Regular
C0425,Customer 425,23,Male,Bangalore,2024-02-25,Regular
C0426,Customer 426,52,Male,Chennai,2024-07-11,Regular
C0427,Customer 427,21,Male,Mumbai,2025-04-09,Regular
C0428,Customer 428,27,Male,Hyderabad,2024-09-22,Regular
C0429,Customer 429,58,Male,Pune,2025-01-22,Regular
C0430,Customer 430,42,Female,Hyderabad,2024-06-09,Regular
C0431,Customer 431,39,Female,Chennai,2024-11-21,New
C0432,Customer 432,44,Female,Chennai,2024-01-28,Regular
C0433,Customer 433,58,Female,Delhi,2024-05-29,Regular
C0434,Customer 434,31,Male,Delhi,2024-05-02,Premium
C0435,Customer 435,23,Female,Delhi,2025-05-04,Premium
C0436,Customer 436,26,Female,Mumbai,2024-10-27,Regular
C0437,Customer 437,49,Female,Hyderabad,2024-05-01,Premium
C0438,Customer 438,30,Male,Chennai,2025-04-28,Premium
C0439,Customer 439,34,Male,Bangalore,2024-09-25,Regular
C0440,Customer 440,54,Male,Pune,2024-05-26,New
C0441,Customer 441,60,Female,Pune,2024-12-09,Regular
C0442,Customer 442,27,Female,Chennai,2024-02-20,Regular
C0443,Customer 443,47,Male,Pune,2024-01-28,Regular
C0444,Customer 444,54,Male,Delhi,2024-03-23,Regular
C0445,Customer 445,32,Male,Delhi,2024-08-20,New
C0446,Customer 446,35,Male,Mumbai,2024-08-08,Regular
C0447,Customer 447,27,Male,Delhi,2024-09-22,Premium
C0448,Customer 448,28,Female,Pune,2024-06-16,New
