customer_id,last_purchase_date,total_orders,total_spend,avg_delivery_delay_days,support_tickets,churn_status
C0203,2026-08-03,2,7126.59,6.5,3,Active
C0204,2025-06-19,8,22915.129999999997,4.5,1,Churned
C0205,2026-03-10,6,14308.539999999999,6.333333333333333,0,Active
C0206,2026-04-26,8,23272.39,3.75,1,Active
C0207,2026-01-15,3,9071.01,5.0,0,Active
C0208,2025-04-30,6,18911.43,3.3333333333333335,1,Churned
C0209,2026-06-14,2,7043.27,5.5,1,Active
C0210,2025-07-12,1,2353.94,1.0,4,Churned
C0211,2025-12-19,7,20601.38,5.428571428571429,4,Active
C0212,2024-09-01,3,6997.110000000001,7.0,0,Churned
C0213,2026-08-18,8,29457.1,3.75,0,Active
C0214,2024-06-19,2,4473.15,6.0,1,Churned
C0215,2025-03-12,3,8787.72,5.666666666666667,0,Churned
C0216,2024-09-24,2,8124.43,3.5,4,Churned
C0217,2026-01-21,1,4813.35,5.0,4,Active
C0218,2025-10-24,4,10156.82,4.25,3,Active
C0219,2025-01-05,8,27424.1,5.0,3,Churned
C0220,2025-04-12,5,15103.7,3.8,3,Churned
C0221,2026-08-06,6,16504.29,2.3333333333333335,3,Active
C0222,2025-11-01,1,2042.82,7.0,1,Active
C0223,2025-11-28,4,6180.32,5.75,3,Active
C0224,2025-06-06,6,18677.09,4.0,1,Churned
C0225,2024-12-18,1,1149.56,3.0,0,Churned
C0226,2025-12-03,3,7004.23,2.6666666666666665,1,Active
C0227,2025-12-12,4,12160.58,6.25,3,Active
C0228,2026-05-01,4,13831.23,6.5,1,Active
C0229,2025-10-03,3,7771.9400000000005,3.3333333333333335,2,Active
C0230,2026-06-05,5,13542.64,5.6,2,Active
C0231,2025-10-22,5,6835.22,5.6,4,Active
C0232,2025-07-22,7,10695.59,5.285714285714286,1,Churned
C0233,2025-07-07,5,17389.9,5.0,3,Churned
C0234,2025-07-13,8,13649.89,4.875,2,Churned
C0235,2026-10-25,4,7297.59,5.25,3,Active
C0236,2026-03-11,8,16849.239999999998,3.75,3,Active
C0237,2026-02-23,3,7555.01,3.0,0,Active
C0238,2025-11-09,7,18141.48,5.428571428571429,3,Active
C0239,2025-10-17,1,4647.29,4.0,0,Active
C0240,2026-04-18,8,20493.64,4.625,4,Active
C0241,2025-06-11,7,20721.63,3.142857142857143,0,Churned
C0242,2026-03-16,4,6380.37,5.0,2,Active
C0243,2025-11-19,8,24380.9,3.5,3,Active
C0244,2025-05-21,3,9869.39,6.666666666666667,2,Churned
C0245,2026-06-06,8,23438.08,4.5,3,Active
C0246,2026-01-05,7,19021.66,3.2857142857142856,2,Active
C0247,2025-08-12,2,4272.39,5.5,1,Churned
C0248,2026-01-16,4,11825.419999999998,3.75,4,Active
C0249,2025-09-15,4,7680.17,5.0,3,Churned
C0250,2024-10-21,2,3890.91,3.5,3,Churned
C0251,2024-12-24,3,7161.120000000001,5.0,3,Churned
C0252,2026-03-11,2,3143.81,3.5,0,Active
C0253,2026-10-17,8,24656.23,4.125,2,Active
C0254,2025-03-28,6,14634.33,5.5,2,Churned
C0255,2026-10-12,8,17994.14,4.0,3,Active
C0256,2025-12-06,6,14566.54,4.0,3,Active
C0257,2026-02-28,2,7864.28,2.0,1,Active
C0258,2026-06-27,3,8707.34,3.3333333333333335,4,Active
C0259,2025-07-13,4,11733.259999999998,4.75,1,Churned
C0260,2025-03-18,3,12476.3,5.333333333333333,0,Churned
C0261,2025-05-19,2,6495.61,4.5,3,Churned
C0262,2025-07-27,8,16908.739999999998,4.375,2,Churned
C0263,2024-10-09,1,315.2,7.0,4,Churned
C0264,2025-07-08,3,8655.95,3.3333333333333335,0,Churned
C0265,2025-11-16,6,11845.81,5.833333333333333,4,Active
C0266,2025-08-15,8,23766.67,4.0,2,Churned
C0267,2026-01-07,5,6327.62,4.2,2,Active
C0268,2026-02-12,4,10275.82,3.25,3,Active
C0269,2025-09-05,3,11636.46,5.0,4,Churned
C0270,2025-11-19,8,27894.41,4.375,4,Active
C0271,2025-08-17,8,21538.36,5.125,3,Churned
C0272,2025-12-10,8,21162.61,5.125,1,Active
C0273,2026-07-10,3,5902.68,3.0,0,Active
C0274,2026-03-09,8,24723.64,5.375,2,Active
C0275,2025-02-01,2,1946.62,3.5,4,Churned
C0276,2025-07-31,8,22675.46,3.625,4,Churned
C0277,2025-12-26,5,15132.310000000001,5.8,3,Active
C0278,2025-03-03,1,1063.54,6.0,4,Churned
C0279,2025-04-14,6,10925.06,4.0,0,Churned
C0280,2025-05-06,1,3294.92,2.0,0,Churned
C0281,2025-10-08,6,16505.94,4.833333333333333,1,Active
C0282,2025-09-28,8,17747.03,5.125,2,Churned
C0283,2025-07-03,5,12213.08,4.8,1,Churned
C0284,2026-01-11,2,3863.8500000000004,5.0,0,Active
C0285,2025-11-04,5,17019.53,4.0,1,Active
C0286,2026-07-31,5,16509.19,4.8,4,Active
C0287,2026-04-17,4,9680.9,2.75,1,Active
C0288,2024-10-29,1,1406.88,6.0,3,Churned
C0289,2026-02-13,2,6091.67,5.0,3,Active
C0290,2025-05-08,3,3892.63,7.666666666666667,1,Churned
C0291,2024-07-28,1,4795.96,7.0,2,Churned
C0292,2026-04-06,7,13329.44,3.2857142857142856,2,Active
C0293,2025-11-30,5,13658.29,2.4,3,Active
C0294,2025-06-14,6,20204.73,5.333333333333333,4,Churned
C0295,2024-07-21,2,6292.46,7.5,0,Churned
C0296,2025-02-28,6,12673.7,5.333333333333333,0,Churned
C0297,2026-05-06,5,14747.49,3.6,4,Active
C0298,2024-12-12,1,2569.06,1.0,2,Churned
C0299,2025-07-15,1,370.88,4.0,4,Churned
C0300,2026-08-06,4,9103.92,4.5,0,Active
C0301,2026-01-18,4,10306.44,3.25,2,Active
C0302,2025-10-15,2,6441.6900000000005,5.5,0,Active
C0303,2025-10-17,8,26989.67,5.25,0,Active
C0304,2025-07-16,7,15174.849999999999,4.857142857142857,2,Churned
C0305,2026-10-08,6,14882.02,5.0,3,Active
C0306,2025-09-19,7,17629.13,3.142857142857143,0,Churned
C0307,2026-07-19,5,15801.39,4.2,2,Active
C0308,2026-09-17,8,18866.99,4.0,4,Active
C0309,2025-10-22,2,6044.98,4.5,3,Active
C0310,2025-05-05,2,9238.99,1.0,0,Churned
C0311,2026-05-03,3,5308.26,4.0,0,Active
C0312,2026-07-20,7,21523.61,4.142857142857143,0,Active
C0313,2026-04-22,6,18525.440000000002,2.5,0,Active
C0314,2026-07-19,7,15187.529999999999,5.0,4,Active
C0315,2026-01-20,3,4202.92,5.333333333333333,0,Active
C0316,2026-05-29,4,13889.76,3.25,0,Active
C0317,2025-09-16,1,764.4,5.0,3,Churned
C0318,2026-01-28,4,7928.7,3.75,1,Active
C0319,2025-01-12,1,1517.99,7.0,4,Churned
C0320,2026-10-10,3,7733.16,5.333333333333333,4,Active
C0321,2024-08-13,1,2656.19,8.0,2,Churned
C0322,2026-01-12,7,16729.81,5.428571428571429,2,Active
C0323,2025-08-29,8,16875.760000000002,2.875,3,Churned
C0324,2026-02-03,6,9141.38,4.166666666666667,3,Active
C0325,2025-11-24,6,15942.14,3.5,1,Active
C0326,2026-06-18,6,12920.470000000001,4.833333333333333,2,Active
C0327,2026-02-06,8,18781.47,4.375,3,Active
C0328,2025-03-14,2,6451.58,4.5,2,Churned
C0329,2025-11-09,2,7517.43,7.5,1,Active
C0330,2026-08-19,1,1552.23,2.0,3,Active
C0331,2026-04-01,6,18998.93,5.666666666666667,4,Active
C0332,2025-10-25,1,4761.72,5.0,1,Active
C0333,2025-11-07,1,2952.01,4.0,4,Active
C0334,2025-12-13,5,7316.48,4.8,0,Active
C0335,2025-10-07,8,18847.18,4.875,4,Active
C0336,2024-11-30,3,6032.35,4.0,4,Churned
C0337,2024-12-17,4,11871.23,4.0,2,Churned
C0338,2026-04-19,8,20203.07,5.875,0,Active
C0339,2026-05-02,5,13901.07,6.0,1,Active
C0340,2026-03-11,4,13457.71,3.0,0,Active
C0341,2025-07-11,5,13339.02,3.6,4,Churned
C0342,2025-04-10,3,7820.85,6.0,4,Churned
C0343,2026-07-07,6,15089.51,6.0,2,Active
C0344,2026-10-08,5,16793.260000000002,6.2,4,Active
C0345,2025-11-16,8,25466.82,3.625,3,Active
C0346,2025-11-15,8,20408.38,4.5,3,Active
C0347,2025-08-14,8,22106.21,5.0,0,Churned
C0348,2025-08-01,8,13679.4,5.125,4,Churned
C0349,2026-02-11,4,9283.39,4.0,1,Active
C0350,2025-10-12,1,977.05,6.0,1,Active
C0351,2026-08-29,4,10949.83,6.0,0,Active
C0352,2026-08-22,2,3799.3,3.5,1,Active
C0353,2026-01-26,3,5645.91,5.333333333333333,0,Active
C0354,2025-08-12,7,20789.07,5.142857142857143,2,Churned
C0355,2025-09-05,8,21318.28,4.875,2,Churned
C0356,2026-06-02,6,21434.68,5.0,1,Active
C0357,2025-04-10,3,4765.73,4.333333333333333,4,Churned
C0358,2025-06-24,3,4094.68,4.333333333333333,2,Churned
C0359,2026-06-21,7,17472.58,3.142857142857143,1,Active
C0360,2026-01-15,5,13392.630000000001,6.2,2,Active
C0361,2026-05-24,3,10128.029999999999,3.6666666666666665,0,Active
C0362,2025-06-22,6,20453.11,4.5,0,Churned
C0363,2025-10-28,7,13157.75,4.857142857142857,0,Active
C0364,2025-12-30,2,7701.33,2.5,4,Active
C0365,2026-01-23,6,18800.12,5.666666666666667,0,Active
C0366,2026-09-26,5,13135.09,5.4,1,Active
C0367,2026-10-13,6,11277.1,3.0,2,Active
C0368,2025-04-14,1,295.01,8.0,4,Churned
C0369,2025-12-22,8,24489.75,4.625,2,Active
C0370,2026-01-01,4,9779.77,3.5,0,Active
C0371,2026-04-08,6,13360.09,5.333333333333333,4,Active
C0372,2026-01-13,6,23289.5,4.333333333333333,2,Active
C0373,2025-06-22,7,22360.83,5.428571428571429,1,Churned
C0374,2025-11-20,2,3420.61,4.0,4,Active
C0375,2026-01-30,3,5898.48,3.3333333333333335,2,Active
C0376,2025-04-21,1,1550.96,3.0,0,Churned
C0377,2025-11-19,8,18356.12,5.5,1,Active
C0378,2024-11-23,5,10310.14,6.0,2,Churned
C0379,2025-06-17,4,14129.8,3.75,4,Churned
C0380,2025-06-15,3,11108.29,4.333333333333333,3,Churned
C0381,2025-09-22,5,15673.03,5.8,4,Churned
C0382,2025-07-26,7,20589.670000000002,3.7142857142857144,4,Churned
C0383,2025-06-27,6,14470.63,6.166666666666667,4,Churned
C0384,2026-01-25,3,2646.77,1.3333333333333333,0,Active
C0385,2026-01-29,3,9375.36,3.0,1,Active
C0386,2026-01-28,5,13499.369999999999,4.4,1,Active
C0387,2025-05-14,2,4934.66,8.0,1,Churned
C0388,2026-07-13,6,21463.23,5.0,4,Active
C0389,2026-10-05,7,17175.43,4.142857142857143,4,Active
C0390,2026-09-13,7,18520.21,4.857142857142857,3,Active
C0391,2025-05-19,8,20236.57,5.375,3,Churned
C0392,2025-07-07,7,24496.86,4.428571428571429,3,Churned
C0393,2025-12-22,3,7918.63,3.3333333333333335,3,Active
C0394,2026-04-14,3,7402.36,5.0,3,Active
C0395,2026-08-12,8,20686.62,4.875,0,Active
C0396,2025-09-15,7,12951.6,4.0,3,Churned
C0397,2025-04-02,7,16304.83,5.714285714285714,1,Churned
C0398,2025-06-21,7,10943.72,4.857142857142857,4,Churned
C0399,2025-02-22,5,14044.18,4.2,4,Churned
C0400,2025-07-24,1,847.76,1.0,2,Churned
C0401,2026-09-05,4,11056.22,4.5,0,Active
C0402,2025-06-12,2,5837.84,4.5,1,Churned
C0403,2026-03-18,4,6836.23,6.0,2,Active
C0404,2024-11-15,2,6124.9400000000005,5.5,0,Churned
C0405,2025-10-13,8,16511.12,5.5,1,Active
C0406,2026-05-07,1,2520.3,6.0,4,Active
C0407,2025-06-28,3,7559.88,6.333333333333333,4,Churned
C0408,2025-09-15,6,9878.39,4.666666666666667,3,Churned
C0409,2025-06-07,7,14305.96,3.857142857142857,4,Churned
C0410,2025-12-08,4,12545.04,5.0,1,Active
C0411,2024-07-10,1,1352.11,8.0,4,Churned
C0412,2024-12-31,6,13964.13,4.833333333333333,3,Churned
C0413,2025-07-21,7,21660.33,4.142857142857143,2,Churned
C0414,2025-08-26,2,5618.759999999999,3.5,2,Churned
C0415,2024-06-28,1,4962.19,3.0,1,Churned
C0416,2025-12-31,7,23793.39,4.428571428571429,0,Active
C0417,2026-05-19,5,12326.71,3.8,4,Active
C0418,2026-02-11,5,10842.55,2.8,0,Active
C0419,2025-11-03,5,11200.15,3.2,4,Active
C0420,2025-07-16,2,5674.85,2.5,1,Churned
C0421,2025-09-09,4,8173.0,4.25,3,Churned
C0422,2026-01-31,8,20223.8,5.75,1,Active
C0423,2026-03-16,7,20101.48,4.285714285714286,1,Active
C0424,2026-06-10,8,20003.11,4.125,4,Active
C0425,2025-04-26,3,6614.13,4.0,1,Churned
C0426,2024-11-27,2,4977.58,3.5,4,Churned
C0427,2026-03-23,2,3131.65,5.0,3,Active
C0428,2025-08-18,2,6333.780000000001,3.0,0,Churned
C0429,2026-06-09,4,12585.64,3.0,1,Active
C0430,2024-07-25,1,3076.22,1.0,3,Churned
C0431,2026-04-29,3,7275.38,5.0,3,Active
C0432,2025-07-23,8,21299.6,3.625,1,Churned
C0433,2025-07-25,5,15303.76,3.8,4,Churned
C0434,2025-10-23,4,6717.92,5.0,1,Active
C0435,2026-07-03,7,12443.17,4.571428571428571,0,Active
C0436,2025-10-06,3,9235.08,4.0,3,Active
C0437,2025-10-15,1,3529.69,2.0,0,Active
C0438,2026-05-03,4,8250.32,5.25,2,Active
C0439,2025-10-14,4,12099.08,1.75,2,Active
C0440,2025-11-26,8,20925.45,4.875,4,Active
C0441,2026-05-26,4,10444.82,3.25,0,Active
C0442,2025-08-14,6,11230.83,5.666666666666667,4,Churned
C0443,2025-04-26,4,5895.79,5.25,2,Churned
C0444,2025-05-04,1,4695.56,5.0,0,Churned
C0445,2025-12-12,6,6662.52,5.833333333333333,1,Active
C0446,2026-01-18,8,22443.72,4.25,1,Active
C0447,2025-10-13,1,2794.98,2.0,0,Active
C0448,2025-11-18,6,23819.6,3.5,0,Active
C0449,2026-05-26,8,23642.07,4.5,3,Active
C0450,2026-05-25,5,12732.45,4.8,4,Active
C0451,2026-09-04,6,17923.87,4.166666666666667,3,Active
C0452,2025-06-17,6,13044.17,3.6666666666666665,0,Churned
C0453,2026-01-16,7,17251.26,5.285714285714286,2,Active
C0454,2026-03-28,5,10778.39,3.2,3,Active
C0455,2025-02-17,1,2694.03,7.0,3,Churned
C0456,2026-05-09,3,6586.54,2.6666666666666665,3,Active
C0457,2025-01-17,1,3647.79,2.0,3,Churned
C0458,2025-08-16,3,9404.64,4.333333333333333,3,Churned
C0459,2026-05-20,5,13272.140000000001,5.4,0,Active
C0460,2026-02-22,3,7747.43,3.6666666666666665,4,Active
C0461,2024-10-28,1,283.22,5.0,1,Churned
C0462,2025-01-02,2,5093.37,4.0,4,Churned
C0463,2026-09-05,4,2679.1800000000003,2.5,4,Active
C0464,2025-09-11,4,6014.78,3.75,4,Churned
C0465,2025-07-28,6,15616.1,4.833333333333333,1,Churned
C0466,2025-11-20,4,8031.74,3.5,0,Active
C0467,2025-12-12,4,5086.15,3.0,1,Active
C0468,2025-04-24,2,5685.33,4.5,0,Churned
C0469,2026-02-19,6,18717.52,3.6666666666666665,1,Active
C0470,2025-04-29,1,4903.15,7.0,4,Churned
C0471,2025-06-30,2,6140.58,6.5,3,Churned
C0472,2026-04-15,3,10482.64,4.0,2,Active
C0473,2026-01-08,8,31187.46,5.25,3,Active
C0474,2026-09-04,2,6738.9,3.5,2,Active
C0475,2025-08-27,8,23173.93,5.5,0,Churned
C0476,2026-01-25,4,6286.400000000001,4.5,2,Active
C0477,2026-04-02,7,17597.37,3.142857142857143,4,Active
C0478,2026-01-29,1,2129.91,2.0,4,Active
C0479,2026-02-08,1,2416.28,3.0,1,Active
C0480,2025-06-28,6,20289.309999999998,4.166666666666667,1,Churned
C0481,2025-12-26,5,10528.14,5.0,0,Active
C0482,2025-08-12,4,8688.98,5.5,1,Churned
